0,1.935341,-0.41,2.34361E-07,2.408957E-13,5.137688E-08,1,0,0,0,1
-4.430481E-05,0.7321337,-1.220207,-0.1961855,-7.861841E-09,5.920644E-06,0.9805669,0,0,1,0
-5.787489E-05,0.6542574,-1.353087,-0.2035046,-2.859831E-06,-3.836414E-07,0.9790741,0,0,1,0
-7.102515E-05,0.6348471,-1.506397,-0.1895573,-3.60489E-06,-8.671637E-06,0.9818697,0,0,1,0
-8.389056E-05,0.6773816,-1.697504,-0.1574652,-4.439214E-06,-1.839776E-05,0.9875246,0,0,1,0
-9.046407E-05,0.8209974,-1.92117,-0.1035772,-5.331818E-06,-2.958809E-05,0.9946215,0,0,1,0
-5.957959E-05,1.382921,-2.287534,0.03535988,-6.84535E-06,-5.169572E-05,0.9993746,0,0,1,0
8.373574E-05,2.241338,-2.341475,0.2058581,1.856119E-05,1.081907E-05,0.9785819,0,1,0,0
0.0002677088,2.149863,-2.326498,0.1926904,-0.0003532621,-0.001945396,0.9812577,0,1,0,0
0,3.650128,-0.41,5.376166E-08,2.343458E-13,-2.679471E-09,1,0,0,0,1
-8.148539E-07,1.495561,-0.611804,-0.08735534,-1.676692E-11,3.691955E-07,0.9961772,0,0,1,0
-3.608637E-06,1.156657,-1.303703,-0.09288793,6.05532E-10,9.206864E-07,0.9956766,0,0,1,0
-1.118171E-05,1.114539,-1.731367,-0.07268136,-1.633185E-08,1.407646E-06,0.9973552,0,0,1,0
-1.422433E-05,1.039507,-1.937867,-0.04801087,-2.415428E-08,1.670807E-06,0.9988468,0,0,1,0
-1.832075E-05,1.202578,-2.102927,-0.005273093,-3.611554E-08,2.110186E-06,0.9999862,0,0,1,0
-3.617253E-05,1.933289,-2.283051,0.1485615,-1.191898E-07,4.053592E-06,0.9889032,1,0,0,0
-0.0360869,1.856417,-1.527085,0.1906483,0.003108682,0.0009781938,0.981653,1,0,0,0
-0.04604062,1.738386,-1.324813,0.1800625,0.001640803,0.02212284,0.9834051,0,0,0,1
-0.1495571,1.27732,-0.7711414,0.04857238,-0.008549369,0.07306287,0.9961072,0,1,0,0
-0.4508561,1.092764,-0.4457594,-0.09464215,-0.01919406,0.05278531,0.9939256,0,1,0,0
-0.5452706,1.070963,-0.4693386,-0.1373905,-0.0220577,0.02613834,0.9899263,0,1,0,0
-0.7018045,0.9112768,-0.9241439,-0.1869756,-0.0240591,-0.0198058,0.9818702,0,0,1,0
-0.7036839,0.866206,-1.128864,-0.1696861,-0.02374228,-0.01650817,0.9850738,0,0,1,0
-0.6952653,0.8839793,-1.32399,-0.1356895,-0.02346286,-0.01288419,0.9903898,0,0,1,0
-0.6634844,1.161805,-1.756591,-0.01728121,-0.02273078,-0.001083332,0.9995917,0,0,1,0
-0.7009016,1.890494,-1.534345,0.2017132,-0.01829271,0.005580338,0.9792579,0,0,0,1
-0.7725655,1.320231,-0.7744193,0.08822172,-0.01971302,0.02767421,0.9955212,0,1,0,0
-0.8026567,1.276298,-0.5979885,0.06112217,-0.02006075,0.01331047,0.99784,0,1,0,0
-0.6629826,1.418657,-0.1044528,-0.06029316,-0.02045057,-0.1403102,0.9880585,1,0,0,0
-0.2646971,1.263883,-0.1436349,-0.05895496,-0.02077332,-0.09047962,0.9939348,1,0,0,0
0.2264176,1.210762,-0.4859883,-0.0571818,-0.02109821,0.08590923,0.9944369,0,0,1,0
-0.023513,1.228768,-0.7608647,0.00088825,-0.02227402,0.1988216,0.9797822,0,0,1,0
-0.2613643,1.130466,-0.8254423,0.002187798,-0.02202356,0.1976389,0.9800251,0,1,0,0
-0.6563471,1.017758,-0.873895,-0.0007283737,-0.02216777,0.1550288,0.987661,0,1,0,0
-0.861132,1.019137,-0.8883142,-0.004374311,-0.02229912,0.1136291,0.9932634,0,1,0,0
-1.155302,1.153959,-0.9104737,-0.01309931,-0.02241104,0.02048985,0.9994531,0,1,0,0
-1.226738,1.825662,-1.00893,0.008193184,-0.02753256,-0.2002331,0.9793271,1,0,0,0
-0.660715,1.380969,-1.035964,0.0001744045,-0.02864391,-0.1094343,0.9935812,1,0,0,0
-0.4908707,1.277127,-1.034786,-0.003924141,-0.02895198,-0.05993516,0.9977747,1,0,0,0
-0.2454373,1.149884,-1.040188,-0.01386471,-0.02944416,0.0803959,0.9962316,0,0,1,0
-0.214322,1.159986,-1.051584,0.004065523,-0.02975653,0.1612345,0.9864591,0,0,1,0
-0.3019785,1.089999,-1.063499,-0.005004947,-0.03353205,0.1990161,0.9794096,0,1,0,0
-0.7203509,0.8764395,-1.115194,-0.04176697,-0.04129206,0.1668507,0.9842314,0,1,0,0
-0.9570903,0.8373746,-1.16898,-0.05913042,-0.04471967,0.1247885,0.9894097,0,1,0,0
-1.542314,1.052501,-1.607384,-0.1347113,-0.05357773,-0.07159084,0.986842,0,0,1,0
-1.552312,1.148682,-1.829084,-0.1006077,-0.05563637,-0.0811329,0.9900506,0,0,1,0
-1.348931,1.553789,-2.255454,0.01166417,-0.05880915,-0.09148978,0.9939996,0,0,1,0
-0.6190017,1.907601,-1.869454,0.1868021,-0.08355475,0.03029934,0.9783688,1,0,0,0
-0.6295725,1.520766,-1.418555,0.1402135,-0.09304702,0.06937951,0.983295,0,1,0,0
-0.7511894,1.3187,-1.079396,0.09377113,-0.1014026,0.05843396,0.988691,0,1,0,0
-0.8511823,1.273361,-0.8773674,0.06060689,-0.1066748,0.02557654,0.9921155,0,1,0,0
-0.3891779,1.342064,-0.411511,-0.03891389,-0.1209805,-0.1495749,0.9805492,1,0,0,0
0.2882416,1.170573,-0.4664411,-0.02077221,-0.1238644,-0.07794118,0.9890154,1,0,0,0
0.7867476,1.355216,-0.5419145,0.005501284,-0.1261878,0.08351988,0.9884689,0,0,1,0
0.7578617,1.467813,-0.5507988,0.04278826,-0.1264697,0.1270518,0.9828696,0,1,0,0
0.253327,1.363507,-0.3948777,0.09755989,-0.119993,0.1048236,0.982393,0,0,0,1
-0.2683171,1.191159,-0.114984,0.06554563,-0.1137568,0.08819158,0.9874135,0,1,0,0
-0.5588768,1.170138,0.05912472,0.04650099,-0.1103599,0.04060168,0.9919727,0,1,0,0
-0.7762806,1.478421,0.443018,0.007403523,-0.09987937,-0.1643992,0.9812962,0,0,0,1
-0.5057247,1.414501,0.5657151,0.004846039,-0.1001555,-0.1888279,0.9768775,0,0,0,1
-0.1619828,1.287004,0.6437871,-0.00643632,-0.09781154,-0.1803126,0.9787129,1,0,0,0
0.02889649,1.217059,0.672142,-0.007692927,-0.09677938,-0.154026,0.9832857,1,0,0,0
0.4062632,1.170419,0.7113168,0.0002428736,-0.09480911,-0.05901567,0.9937446,0,0,0,1
0.7310572,1.334262,0.7198874,-0.03375556,-0.09149378,0.04282882,0.9943115,0,0,0,1
